line,col,seq,par,absdiff
109,3,-0.024145,-0.024138,7.000000000000062e-06
2,6,0.135601,0.135595,6.0000000000060005e-06
18,6,0.135601,0.135595,6.0000000000060005e-06
75,3,-0.054897,-0.054893,4.000000000004e-06
125,3,-0.015153,-0.01515,2.999999999999531e-06
34,6,0.135746,0.135748,2.000000000002e-06
50,6,0.13588,0.135882,2.000000000002e-06
51,6,0.054305,0.054307,2.000000000002e-06
66,6,0.135939,0.135941,2.000000000002e-06
92,3,-0.053382,-0.053384,2.000000000002e-06
5,7,0.044135,0.044136,1.000000000001e-06
21,7,0.044135,0.044136,1.000000000001e-06
35,6,0.054166,0.054167,1.000000000001e-06
41,7,0.0475,0.047499,1.000000000001e-06
67,6,0.054365,0.054366,1.000000000001e-06
82,6,0.135959,0.13596,1.000000000001e-06
83,6,0.054383,0.054384,1.000000000001e-06
107,6,0.049991,0.049992,1.000000000001e-06
130,6,0.13597,0.135971,1.000000000001e-06
146,6,0.13597,0.135971,1.000000000001e-06
